Datum,KielerWoche,Bewoelkung,Temperatur,Wettercode,ist_feiertag,Warengruppe_Brot,Warengruppe_Brötchen,Warengruppe_Croissant,Warengruppe_Konditorei,Warengruppe_Kuchen,Warengruppe_Saisonbrot,Wochentag_Monday,Wochentag_Saturday,Wochentag_Sunday,Wochentag_Thursday,Wochentag_Tuesday,Wochentag_Wednesday,Jahreszeit_Herbst,Jahreszeit_Sommer,Jahreszeit_Winter,VPI_Backwaren
2016-05-14,0,7,10,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-14,0,7,10,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-14,0,7,10,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-14,0,7,10,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-14,0,7,10,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-15,0,6,9.75,61,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-15,0,6,9.75,61,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-15,0,6,9.75,61,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-15,0,6,9.75,61,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-15,0,6,9.75,61,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-16,0,5,11.25,34,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-16,0,5,11.25,34,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-16,0,5,11.25,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-16,0,5,11.25,21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-16,0,5,11.25,37,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-17,0,7,10.75,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-17,0,7,10.75,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-17,0,7,10.75,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-17,0,7,10.75,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-17,0,7,10.75,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-18,0,5,16.75,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-18,0,5,16.75,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-18,0,5,16.75,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-18,0,5,16.75,41,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-18,0,5,16.75,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-19,0,2,19.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-19,0,2,19.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-19,0,2,19.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-19,0,2,19.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-19,0,2,19.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-20,0,8,14.75,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-20,0,8,14.75,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-20,0,8,14.75,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-20,0,8,14.75,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-20,0,8,14.75,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-21,0,6,19.375,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-21,0,6,19.375,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-21,0,6,19.375,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-21,0,6,19.375,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-21,0,6,19.375,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-22,0,1,25,45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-22,0,1,25,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-22,0,1,25,29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-22,0,1,25,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-22,0,1,25,29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-23,0,7,15.5,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-23,0,7,15.5,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-23,0,7,15.5,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-23,0,7,15.5,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-23,0,7,15.5,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-24,0,8,14.25,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-24,0,8,14.25,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-24,0,8,14.25,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-24,0,8,14.25,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-24,0,8,14.25,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-25,0,7,16.5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-25,0,7,16.5,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-25,0,7,16.5,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-25,0,7,16.5,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.93333333
2016-05-26,0,7,14.375,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-26,0,7,14.375,61,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-26,0,7,14.375,61,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-26,0,7,14.375,61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-26,0,7,14.375,61,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.93333333
2016-05-27,0,4,15.875,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-27,0,4,15.875,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-27,0,4,15.875,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-27,0,4,15.875,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-27,0,4,15.875,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.93333333
2016-05-28,0,2,18.625,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-28,0,2,18.625,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-28,0,2,18.625,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-28,0,2,18.625,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-28,0,2,18.625,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92.93333333
2016-05-29,0,6,17,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-29,0,6,17,21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-29,0,6,17,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-29,0,6,17,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-29,0,6,17,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.93333333
2016-05-30,0,4,20.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-30,0,4,20.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-30,0,4,20.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-30,0,4,20.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-30,0,4,20.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,92.93333333
2016-05-31,0,1,20.625,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-31,0,1,20.625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-31,0,1,20.625,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-31,0,1,20.625,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-05-31,0,1,20.625,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.93333333
2016-06-01,0,4,21.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-01,0,4,21.75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-01,0,4,21.75,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-01,0,4,21.75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-01,0,4,21.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-02,0,1,21.5,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-02,0,1,21.5,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-02,0,1,21.5,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-02,0,1,21.5,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-02,0,1,21.5,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-03,0,0,21.875,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-03,0,0,21.875,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-03,0,0,21.875,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-03,0,0,21.875,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-03,0,0,21.875,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-04,0,0,24.5,37,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-04,0,0,24.5,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-04,0,0,24.5,41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-04,0,0,24.5,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-04,0,0,24.5,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-05,0,0,25.25,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-05,0,0,25.25,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-05,0,0,25.25,37,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-05,0,0,25.25,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-05,0,0,25.25,41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-06,0,1,22.875,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-06,0,1,22.875,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-06,0,1,22.875,50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-06,0,1,22.875,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-06,0,1,22.875,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-07,0,1,25.375,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-07,0,1,25.375,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-07,0,1,25.375,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-07,0,1,25.375,56,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-07,0,1,25.375,37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-08,0,4,18.875,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-08,0,4,18.875,61,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-08,0,4,18.875,68,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-08,0,4,18.875,62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-08,0,4,18.875,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-09,0,1,19.5,75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-09,0,1,19.5,61,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-09,0,1,19.5,62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-09,0,1,19.5,54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-09,0,1,19.5,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-10,0,3,18.125,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-10,0,3,18.125,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-10,0,3,18.125,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-10,0,3,18.125,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-10,0,3,18.125,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-11,0,0,17.375,45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-11,0,0,17.375,69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-11,0,0,17.375,68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-11,0,0,17.375,69,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-11,0,0,17.375,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-12,0,7,13.875,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-12,0,7,13.875,61,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-12,0,7,13.875,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-12,0,7,13.875,61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-12,0,7,13.875,61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-13,0,7,15.25,63,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-13,0,7,15.25,63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-13,0,7,15.25,63,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-13,0,7,15.25,63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-13,0,7,15.25,63,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-14,0,7,16.5,61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-14,0,7,16.5,61,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-14,0,7,16.5,61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-14,0,7,16.5,61,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-14,0,7,16.5,61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-15,0,6,18.25,95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-15,0,6,18.25,95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-15,0,6,18.25,95,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-15,0,6,18.25,95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-15,0,6,18.25,95,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-16,0,6,18.25,63,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-16,0,6,18.25,63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-16,0,6,18.25,63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-16,0,6,18.25,63,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-16,0,6,18.25,63,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-17,0,6,18.125,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-17,0,6,18.125,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-17,0,6,18.125,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-17,0,6,18.125,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-17,0,6,18.125,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-18,1,6,18,21,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-18,1,6,18,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-18,1,6,18,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-18,1,6,18,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-18,1,6,18,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-19,1,7,16,45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-19,1,7,16,52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-19,1,7,16,48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-19,1,7,16,53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-19,1,7,16,45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-20,1,4,20.875,61,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-20,1,4,20.875,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-20,1,4,20.875,61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-20,1,4,20.875,61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-20,1,4,20.875,61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-21,1,4,19.875,41,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-21,1,4,19.875,52,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-21,1,4,19.875,45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-21,1,4,19.875,53,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-21,1,4,19.875,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-22,1,5,22.125,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-22,1,5,22.125,61,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-22,1,5,22.125,61,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-22,1,5,22.125,61,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-22,1,5,22.125,61,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-23,1,5,27.875,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-23,1,5,27.875,56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-23,1,5,27.875,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-23,1,5,27.875,68,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-23,1,5,27.875,68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-24,1,5,24.125,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-24,1,5,24.125,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-24,1,5,24.125,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-24,1,5,24.125,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92.7
2016-06-25,1,7,18.25,95,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-25,1,7,18.25,95,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-25,1,7,18.25,95,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-25,1,7,18.25,95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-25,1,7,18.25,95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,92.7
2016-06-26,1,5,19.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-26,1,5,19.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-26,1,5,19.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-26,1,5,19.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-26,1,5,19.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,92.7
2016-06-27,0,7,19.375,61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-27,0,7,19.375,61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-27,0,7,19.375,61,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-27,0,7,19.375,61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-27,0,7,19.375,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,92.7
2016-06-28,0,4,18.375,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-28,0,4,18.375,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-28,0,4,18.375,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-28,0,4,18.375,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-28,0,4,18.375,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,92.7
2016-06-29,0,5,18.75,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-29,0,5,18.75,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-29,0,5,18.75,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-29,0,5,18.75,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-29,0,5,18.75,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,92.7
2016-06-30,0,7,18.25,61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-30,0,7,18.25,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-30,0,7,18.25,61,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-30,0,7,18.25,61,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,92.7
2016-06-30,0,7,18.25,61,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,92.7
2016-07-01,0,8,19.25,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,92.9
2016-07-01,0,8,19.25,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92.9
2016-07-01,0,8,19.25,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,92.9
2016-07-01,0,8,19.25,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92.9
2016-07-01,0,8,19.25,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,92.9
2016-07-02,0,7,15.625,61,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,92.9
2016-07-02,0,7,15.625,61,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,92.9
2016-07-02,0,7,15.625,61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,92.9
2016-07-02,0,7,15.625,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,92.9
2016-07-02,0,7,15.625,61,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,92.9
2016-07-03,0,4,17.125,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.9
2016-07-03,0,4,17.125,61,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,92.9
2016-07-03,0,4,17.125,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,92.9
2016-07-03,0,4,17.125,61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.9
2016-07-03,0,4,17.125,61,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,92.9
2016-07-04,0,6,17.25,61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,92.9
2016-07-04,0,6,17.25,61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.9
2016-07-04,0,6,17.25,61,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,92.9
2016-07-04,0,6,17.25,61,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,92.9
